,ProjGalaxyID,DescGalaxyID,DescID,z,Z,face,HalfMassRadius,VelDisp,Starmass,BHmass,DMmass,Gasmass,SFR,StellarInitialMass,BHAccretionrate,Vmax,Vmaxradius,DiscToTotal,DispAnisotropy,DMEllipticity,StellarEllipticity,StellarCoRotKE,MedOrbitCircu,RotToDispRatio,Triaxiality,name1,filename,image
4348,2323926,2323936,2323935,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2323936.png,3.3206093,,18660480000.0,36941532.0,954351200000.0,15123758000.0,3.6718893,30645150000.0,0.00037774263,202.33931,27.196817,0.562460937891331,,0.4919908762394427,0.6177165545608874,,,,,galface_2323936.png,RefL0050N0752galface_2323936.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2323936.png
4349,2126736,2126746,2126745,1.2593315,,,2.4666533,,5273164300.0,10923645.0,781372200000.0,10262342000.0,4.0655346,8448585700.0,2.5398364e-05,172.79108,78.56005,0.29305940405237063,,0.43127860764260373,0.49350250869276857,,,,,,RefL0050N0752,
4350,2345754,2345764,2345763,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2345764.png,2.0614522,,36393955000.0,65020916.0,1006811150000.0,4977481000.0,1.9309388,59866358000.0,0.00087216374,252.49852,1.4904289,0.3058769305657977,,0.42270737982786755,0.5920494095651684,,,,,galface_2345764.png,RefL0050N0752galface_2345764.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2345764.png
4351,2366126,2366136,2366135,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2366136.png,2.8034983,,13420559000.0,31136156.0,1047268600000.0,7569123000.0,2.6411886,23573897000.0,8.189183e-05,216.79872,22.152477,0.5876478018424209,,0.554435908696494,0.6165234750845651,,,,,galface_2366136.png,RefL0050N0752galface_2366136.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2366136.png
4352,2364006,2364016,2364015,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2364016.png,3.2579854,,26521827000.0,29020134.0,1048848900000.0,12926970000.0,11.011289,43907570000.0,0.0038762602,227.56549,7.8357105,0.5126384061288644,,0.3185315994723801,0.5876444505690539,,,,,galface_2364016.png,RefL0050N0752galface_2364016.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2364016.png
4353,2202580,2202590,2202589,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2202590.png,3.2200565,,29153845000.0,25008162.0,1618355300000.0,29473348000.0,20.743093,48388178000.0,0.00055357174,241.70818,3.9090726,0.7074690795858922,,0.379672845360433,0.6507255632819764,,,,,galface_2202590.png,RefL0050N0752galface_2202590.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2202590.png
4354,2181229,2181239,2181238,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2181239.png,4.516961,,30030475000.0,49805716.0,1434682700000.0,25816154000.0,11.310121,50779920000.0,3.0270108e-05,243.8444,44.70614,0.6090841064415506,,0.40929985467539376,0.5897278756541562,,,,,galface_2181239.png,RefL0050N0752galface_2181239.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2181239.png
4355,2190889,2190899,2190898,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2190899.png,2.5740964,,13532399000.0,7255251.5,1305748200000.0,17888750000.0,7.0522685,24195400000.0,2.230744e-05,213.18068,84.86294,0.5880982935650294,,0.41059039115748086,0.6180560052061349,,,,,galface_2190899.png,RefL0050N0752galface_2190899.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2190899.png
4356,2261072,2261082,2261081,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2261082.png,3.7834196,,28941498000.0,22736262.0,1327426300000.0,21734230000.0,12.565637,46878430000.0,0.0023688814,229.95392,7.8622403,0.7261785729087881,,0.4132821314594114,0.7279990364593143,,,,,galface_2261082.png,RefL0050N0752galface_2261082.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2261082.png
4357,2238017,2238027,2238026,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2238027.png,1.587079,,21940726000.0,20819102.0,1322578700000.0,21141800000.0,19.443718,35272680000.0,0.0028596986,268.2694,1.6620888,0.6324127661791096,,0.5264891330055916,0.5662982096791597,,,,,galface_2238027.png,RefL0050N0752galface_2238027.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2238027.png
4358,2223972,2223982,2223981,1.2593315,,,1.8128713,,6276726300.0,1828774.0,379512600000.0,8800430000.0,3.087636,10045112000.0,0.00012694343,157.36682,4.2832904,0.2627624732604552,,0.36067722791765944,0.39833727723583867,,,,,,RefL0050N0752,
4359,2220158,2220168,2220167,1.2593315,,,3.9110258,,3613722400.0,7328469.0,676646350000.0,13361754000.0,2.500907,6020418600.0,1.1377247e-06,162.88054,65.894135,0.3518099460980064,,0.4001137067302507,0.5880562593403613,,,,,,RefL0050N0752,
4360,2227321,2227331,2227330,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_2227331.png,5.5072727,,33492068000.0,48366230.0,1626198600000.0,22913993000.0,8.387439,59612336000.0,0.0018590105,248.26254,28.76242,0.6997879895661278,,0.46531212854669524,0.7579838830476207,,,,,galface_2227331.png,RefL0050N0752galface_2227331.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_2227331.png
4361,2285011,2285021,2285020,1.2593315,,,2.8651383,,1688144500.0,1808012.6,24441210000.0,3858381800.0,2.054195,2528778500.0,2.2604567e-09,105.34939,8.029797,0.24615329380063566,,0.3451783173012707,0.4520568475378467,,,,,,RefL0050N0752,
4362,2311869,2311879,2311878,1.2593315,,,4.6708364,,9626563000.0,10854584.0,298820700000.0,16671051000.0,4.8042173,15174236000.0,5.494232e-09,172.66014,18.045004,0.7110439728067376,,0.2879125813145823,0.6031208490921316,,,,,,RefL0050N0752,
4363,2304342,2304352,2304351,1.2593315,,,2.322987,,4747757000.0,9101687.0,154248180000.0,8639305000.0,3.1381056,7300537300.0,3.6194604e-06,143.41826,11.361066,0.1146381856005223,,0.37774095170786315,0.4431398911572533,,,,,,RefL0050N0752,
4364,2307141,2307151,2307150,1.2593315,,,3.7876012,,4087007200.0,12690264.0,422704020000.0,9238282000.0,2.4439297,6658451500.0,3.5657587e-05,169.50761,29.929913,0.06759486382489355,,0.45235077285145664,0.49976964178465155,,,,,,RefL0050N0752,
4365,14752,14762,14761,1.2593315,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_14762.png,9.235039,,51299914000.0,172001710.0,5145451600000.0,2565052000.0,0.82619506,108348110000.0,6.7121713e-09,333.15793,85.35713,0.03831648686848921,,0.5004276093471544,0.5923836797458488,,,,,galface_14762.png,RefL0050N0752galface_14762.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRefL0050N0752/RefL0050N0752galface_14762.png
4366,410303,410313,410312,1.2593315,,,2.3869936,,9850440000.0,9118300.0,389954140000.0,13843898000.0,5.5525103,15414264000.0,0.00869957,169.61102,11.266829,0.33944171898599973,,0.25630161342923574,0.42611437760077675,,,,,,RefL0050N0752,
4367,10510,10520,10519,1.2593315,,,1.3538786,,8949655000.0,5438012.5,232971980000.0,10432926000.0,10.681418,13780996000.0,0.0007034156,200.65305,1.2062931,0.3871645189479791,,0.29051228531475903,0.3658511427394654,,,,,,RefL0050N0752,
