,Unnamed: 0,ProjGalaxyID,DescGalaxyID,z,Z,face,HalfMassRadius,VelDisp,Starmass,BHmass,DMmass,Gasmass,SFR,StellarInitialMass,BHAccretionrate,Vmax,Vmaxradius,DiscToTotal,DispAnisotropy,DMEllipticity,StellarEllipticity,StellarCoRotKE,MedOrbitCircu,RotToDispRatio,Triaxiality,name1,filename,image,btdradius,btdintensity,n_total,n_disc,n_bulge,n_bulge_exp,n_total_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius,con,r80,r20,asymm,morph_c,morph_asymm,morph_sersic_n,morph_smoothness,morph_sersic_rhalf,morph_xc_asymmetry,morph_yc_asymmetry
10,10,746518,746518,2.220446e-16,0.016656958,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_746518.png,4.3223400000000005,82.22694399999999,15302997000.0,3006527.2,110405980000.0,9514297000.0,4.37122,30755260000.0,0.0012975445,175.71614,114.555305,0.5012489502131887,0.2058234718563724,0.4123311740983864,0.5504957123634588,0.4509374792437098,0.3081131539535475,0.9709388387074891,0.11662093106736232,galface_746518.png,RecalL0025N0752galface_746518.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_746518.png,0.30573188138511354,0.5922323944437071,1.8995578562571642,2.8408023001768097,0.010582559939570572,0.010582559939570572,0.00047693099073828685,0.07565380506141064,878225015049.5563,0.0,72,63.73784255981445,19.486690521240234,5710.235590928582,3381.786496853311,0.49783410241856296,0.07611988484859467,1.9808187532311725,121.33695652173913,48.733695652173914,0.30150873570585623,3.1437720282291135,0.08193011344899767,1.4265323562533168,-0.07099614929818804,7.413421031585119,125.26030457082152,126.2580101291324
11,11,754151,754151,2.220446e-16,0.017430674,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_754151.png,5.750483,77.57927,13952908000.0,3713292.8,139755300000.0,7826410500.0,1.4327581,28068387000.0,3.3875557e-07,153.43200000000002,41.892509999999994,0.6946117094564586,0.22440197780098714,0.42400366412624135,0.6754248592783572,0.6013109285129217,0.5537255867335339,1.5511986778926157,0.16714160963168187,galface_754151.png,RecalL0025N0752galface_754151.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_754151.png,0.23118889501021145,0.4986411522732583,1.165397254331729,0.7761852270409022,0.802910755069026,0.802910755069026,0.00016318337680886968,0.0005608432769005224,0.0010794736106449073,0.003138189664725246,140,66.27885437011719,15.322935104370117,4603.493039223482,2295.4910735603207,0.34592751761601903,0.05985521525144577,1.404133047878471,125.3076923076923,65.63736263736264,0.29112381357042416,2.305235202786312,0.18379303018929474,,-0.031884508782511874,7.429774908355735,127.23077284118816,127.77192753465624
12,12,763033,763033,2.220446e-16,0.017662922,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_763033.png,6.3302135,89.67209,16193163000.0,3788242.5,191846800000.0,6011898000.0,0.9702982,31355490000.0,3.282698e-07,175.74456999999998,13.518897,0.6261017175155097,0.3730078474935972,0.2968942151754557,0.6979676679113345,0.5741100603056786,0.6009709626045705,1.3991820975593448,0.027232612981545636,galface_763033.png,RecalL0025N0752galface_763033.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_763033.png,0.2422835235766752,0.5116625700881078,0.9208288065538769,0.6594518894231651,0.8694338466550885,0.8694338466550885,7.785997556328925e-05,0.00014398204950504204,0.0006356338562466153,0.0015122943065613756,121,63.5915412902832,15.407182693481445,4909.971715941417,2512.248747238502,0.328466675058399,0.060184307396411896,1.2935284047085005,126.30219780219781,69.61538461538461,0.21713778087095825,2.2462433499176955,0.07040666204706027,,-0.07183389082594416,5.891953260967843,128.7576720119431,125.71490672410849
13,13,793490,793490,2.220446e-16,0.018890733,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_793490.png,5.2958913,87.28749,19232920000.0,1592105.0,161743670000.0,7232497000.0,1.3585818,35243725000.0,3.3209240000000006e-09,164.54034,23.716704999999997,0.7068434194133755,0.0044170742109971295,0.1327943171483451,0.6175903621565018,0.5879982580508382,0.665613692308354,1.782155789505478,0.03937153753231444,galface_793490.png,RecalL0025N0752galface_793490.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_793490.png,0.17475468602676114,0.40642509876262456,1.1746141805582098,1.0101229269505902,1.1131367120286173,1.1131367120286173,0.0001951694827367532,0.0004725798786323358,0.013554597081372263,0.012074987444342749,145,80.16394805908203,14.009025573730469,5117.101285875631,2079.7183954903567,0.33798789423479275,0.054722756147384644,1.5422700687159405,117.35164835164835,57.681318681318686,0.2190312948200414,2.327231317082929,0.05814462462499176,,-0.012645010026311002,7.112339980199757,127.72069546616314,128.2562553453873
14,14,809082,809082,2.220446e-16,0.014031084,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_809082.png,10.414703999999999,82.14294,12575322000.0,1490043.4,149460040000.0,10138326000.0,3.3582354,26221834000.0,3.7978840000000006e-07,159.20914,41.60096,0.2773101712413796,0.6335677005329291,0.4965666080836759,0.6769982432669153,0.3550293725636088,0.19377355390244705,0.3220227518288126,0.36184498055087466,galface_809082.png,RecalL0025N0752galface_809082.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_809082.png,0.2365151135996634,0.530537842526085,1.101717655188072,0.6352922773078463,1.000015595806116,1.000015595806116,0.00038005207862517893,0.0013769671450646478,0.0020000978736563237,0.012480746148103931,175,78.47621154785156,18.560810089111328,4861.7677487152405,2579.351772266285,0.3527532237756696,0.07250316441059113,1.3886445912756522,126.30978260869566,66.63586956521739,0.27471376992413293,2.266287895673268,0.09898407605433479,,-0.07019549769224274,7.669390142577109,127.32808583121783,130.76680067013012
15,15,817104,817104,2.220446e-16,0.017281816999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_817104.png,5.952875,82.07669,16822366000.0,5499465.0,162218720000.0,11889376000.0,2.4903455,32040196000.0,6.68034e-07,165.49704,32.193714,0.6562007175741672,0.3916353061692716,0.4410603236687287,0.6161475670486822,0.484028202733128,0.4279292677163373,0.9500090406937364,0.07613112511819221,galface_817104.png,RecalL0025N0752galface_817104.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_817104.png,0.1529690518128662,0.37152859280912887,1.1919093568662156,0.8464767887400899,1.0968464777717106,1.0968464777717106,0.0001532654931255595,0.0007472467157912336,0.0022045195550592133,0.0048912416802014925,190,90.90802001953125,13.906113624572754,5861.541430779996,2177.7302394700996,0.31076673430204327,0.05432075634598732,1.4350964061058327,121.32967032967034,62.65384615384615,0.21805595724169577,2.287562929500709,0.06617577511071682,,-0.00758096413204745,9.595680744163637,127.79851048832205,127.6924783707624
16,16,825807,825807,2.220446e-16,0.02074496,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_825807.png,4.2948403,83.89428000000001,17293883000.0,7593567.5,152152850000.0,9081261000.0,1.6998967,31663980000.0,2.3696603e-07,160.05437,31.191216999999998,0.4050341747843291,0.262297525397132,0.2342754763302174,0.4666009143873848,0.3856674516804948,0.22868842989680066,0.6812249957664717,0.04876357893411076,galface_825807.png,RecalL0025N0752galface_825807.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_825807.png,0.15454427319249336,0.48887970069077535,1.214920769014864,1.0416134695830948,0.8129489976625952,0.8129489976625952,0.00022764875439612483,0.0006064936972828799,0.013758519733530846,0.015182361416000597,143,94.74449157714844,14.642218589782715,3884.3088385927654,1898.9597424017643,0.36371039502807756,0.05719616636633873,1.6165319518756671,119.34065934065934,56.68681318681319,0.24991527656558188,2.4888246450046756,0.07174736899946564,2.0154848182054095,-0.03342757804321808,19.127655337825793,128.72911775184264,127.75672968191975
17,17,833288,833288,2.220446e-16,0.024486308999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_833288.png,1.8943385,81.010475,13250019000.0,6106908.5,142679570000.0,6040692700.0,0.59367645,23795438000.0,4.027969700000001e-06,156.16115,6.201002,0.6452039586172235,0.08636649679260766,0.2533391608271853,0.6057873735765462,0.5055134290542205,0.4914326654317646,1.2535603119300809,0.5189095363575931,galface_833288.png,RecalL0025N0752galface_833288.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_833288.png,0.19944322867725256,0.5962404615729158,1.0159722759797207,0.813821142841752,1.3784610943230016,1.3784610943230016,0.0003410676849653786,0.00046094041131970346,0.010346913805777121,0.01272989315187898,65,75.7925796508789,15.116316795349121,2868.329595716128,1710.2141620930392,0.48134754505287636,0.059048112481832504,1.469257055184289,119.34065934065934,60.66483516483517,0.2483988484402442,2.6652523937647703,-0.2263603602092882,,-0.1668503202069356,7.694342582765976,126.73916347358117,127.80845968613792
18,18,846421,846421,2.220446e-16,0.020668296000000003,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_846421.png,6.788192,92.612495,22567797000.0,5784568.0,195784180000.0,5309045000.0,1.0453924,42389393000.0,0.00017826651999999999,179.97568,23.827642,0.8045442681059936,0.1680056709360026,0.3950861800832789,0.7458910499258877,0.671929814083858,0.7563557829864446,2.125261569176763,0.07413603423494124,galface_846421.png,RecalL0025N0752galface_846421.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_846421.png,0.1492579383642095,0.40569005930796403,0.8455354119811787,0.7103792625799612,1.5360946498560304,1.5360946498560304,0.00010802551045357745,0.00018143238872521134,0.02001648058020806,0.16382021050337392,123,78.71092224121094,11.74822998046875,3531.5221784749833,1432.7034420329064,0.3008829517735612,0.045891523361206055,1.414280133676973,116.35714285714286,60.66483516483517,0.1917585847714113,2.1066439093370573,0.003284846418870833,,-0.07202115823103852,6.700667834051301,127.80274093291601,126.24884214939257
19,19,860575,860575,2.220446e-16,0.015594018000000001,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_860575.png,5.704394000000001,72.17394,11983219000.0,2418121.0,124536504000.0,7888766000.0,1.0556958,22091164000.0,1.0022321500000001e-05,144.2557,43.145676,0.5150973999615663,0.5049126223130644,0.3336914297793916,0.6339359287015387,0.482685640467801,0.37294086862186304,0.7875827754835836,0.23661319187095514,galface_860575.png,RecalL0025N0752galface_860575.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_860575.png,0.19074615839612258,0.43671520891668186,1.0755347753140199,0.7984410373411174,1.4844655361173111,1.4844655361173111,0.0001460727813840982,0.00035393395241599727,0.005773764159612319,0.009878302567742333,142,76.42345428466797,14.57748031616211,4611.306802934838,2013.827813822604,0.3225408251021122,0.05694328248500824,1.3868303873309384,124.31318681318682,65.63736263736264,0.2292127948822586,2.306141862164039,0.05415643101598977,,-0.12309868055673322,7.7279614698272745,127.28693781187677,127.73406042597404
20,20,878368,878368,2.220446e-16,0.016142643999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_878368.png,6.2765580000000005,79.60713,14598747000.0,1611158.8,150199290000.0,7367901000.0,2.3157200000000002,27083975000.0,2.998817e-07,159.8067,17.73648,0.6183169055805271,-0.01846404162258608,0.22098892818871566,0.6319038856116379,0.5919144042234076,0.6210739035240295,1.6140815717298391,0.08917823396908987,galface_878368.png,RecalL0025N0752galface_878368.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_878368.png,0.1745119477326468,0.3326700834722623,1.3114645962230247,1.423660059689161,0.00011980870408676708,0.00011980870408676708,0.00014180921645154263,0.0019092058046158546,0.0,3483062356821.728,93,69.29890441894531,12.093486785888672,6341.478894329233,2109.6203131140956,0.2722177776265513,0.047240182757377625,1.7705421957370042,112.37912087912088,49.72527472527473,0.2446158015627425,2.4572748215776823,0.1056888745830314,1.0169991096191688,-0.02434395982503034,7.9327785911971755,126.22911486284306,130.25249158069727
21,21,886392,886392,2.220446e-16,0.019577821999999998,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_886392.png,3.7677307,78.44726,13111634000.0,4336659.5,147153830000.0,6753747000.0,0.7902942,24352385000.0,1.3657688000000002e-06,154.75671,30.585703000000002,0.3551474545038269,0.30716298403466524,0.2559394931422189,0.44540691260651344,0.3906709511596988,0.20950851628860576,0.5569513082351311,0.21490202255513036,galface_886392.png,RecalL0025N0752galface_886392.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_886392.png,0.20032669548221108,0.49393984347672565,0.9852768763386454,0.7213966268900905,1.2554672799557585,1.2554672799557585,0.00017115176653191366,0.0003130953326391493,0.0035590693989631583,0.004123382564728472,108,70.9786376953125,14.218915939331055,4107.303986061268,2028.7610879864342,0.367196225276746,0.05554264038801193,1.35417605153615,124.31318681318682,66.63186813186813,0.19877590741625079,2.3122563929618014,0.04893014394040299,,-0.025724705536113866,7.11224333873292,126.72016296120177,126.77633029448398
22,22,907304,907304,2.220446e-16,0.019762667,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_907304.png,3.5904214,73.90108000000001,11939100000.0,1527795.9,133132370000.0,7765252000.0,1.0577374,21369772000.0,5.314055300000001e-07,148.1518,31.940863,0.5951749246570408,-0.15604937364419458,0.1767910722170677,0.5851402873900059,0.4385048200059417,0.457191603695364,1.1187360614737352,0.12094640091085106,galface_907304.png,RecalL0025N0752galface_907304.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinmainbranchRecalL0025N0752/RecalL0025N0752galface_907304.png,0.16532969218793,0.6619703301351428,1.80183828554898,1.7565578295883242,0.6971367646527816,0.6971367646527816,0.0006214400882228375,0.002954133318447291,0.11823380821859009,256818289158956.84,67,101.66252899169922,16.80783462524414,2946.6509599357573,1950.5955087417087,0.4695110191038379,0.06565560400485992,1.8783180698044268,113.37362637362638,47.73626373626374,0.27989247693163843,2.856169337946935,-0.02670358307441398,1.5476289662647922,-0.09210007219729549,9.947764699712728,127.76522503670927,126.23590001960838
